Country Code,Year,Governance1
AFG,1996,-2.17516660690308
ALB,1996,-0.68858790397644
DZA,1996,-1.08876645565033
ASM,1996,..
AND,1996,1.41403770446777
AGO,1996,-0.859939992427826
AIA,1996,..
ATG,1996,0.644922494888306
ARG,1996,0.165690049529076
ARM,1996,-0.380564451217651
ABW,1996,..
AUS,1996,1.8005645275116
AUT,1996,1.73164963722229
AZE,1996,-0.916389584541321
BHS,1996,1.37324202060699
BHR,1996,0.776639640331268
BGD,1996,-0.687850117683411
BRB,1996,1.41403770446777
BLR,1996,-0.380564451217651
BEL,1996,1.71154367923737
BLZ,1996,0.388550758361816
BEN,1996,-0.380564451217651
BMU,1996,1.15766596794128
BTN,1996,0.644922494888306
BOL,1996,-0.17498953640461
BIH,1996,-1.19204592704773
BWA,1996,0.556376993656158
BRA,1996,-0.143133714795113
BRN,1996,0.927289664745331
BGR,1996,-0.0425848290324211
BFA,1996,-0.928940415382385
BDI,1996,-1.6624231338501
CPV,1996,..
KHM,1996,-0.724763095378876
CMR,1996,-1.08020269870758
CAN,1996,1.74236369132996
CYM,1996,1.92678117752075
CAF,1996,-1.40605127811432
TCD,1996,-0.636936128139496
CHL,1996,1.33797693252563
CHN,1996,-0.348653882741928
COL,1996,-0.45862889289856
COM,1996,-1.6624231338501
COD,1996,-1.64999783039093
COG,1996,-1.16929292678833
COK,1996,..
CRI,1996,0.468430697917938
CIV,1996,-0.260978221893311
HRV,1996,0.102206021547318
CUB,1996,-0.908112823963165
CYP,1996,1.17166376113892
CZE,1996,0.62058299779892
DNK,1996,1.75904786586761
DJI,1996,-0.89330792427063
DMA,1996,0.644922494888306
DOM,1996,-0.22323839366436
ECU,1996,-0.475311696529388
EGY,1996,-0.473676085472107
SLV,1996,-0.691500306129456
GNQ,1996,-0.95840448141098
ERI,1996,-1.14967966079712
EST,1996,0.611503779888153
SWZ,1996,-0.636936128139496
ETH,1996,-1.2075936794281
FJI,1996,-0.124192699790001
FIN,1996,1.72499644756317
FRA,1996,1.25185739994049
GUF,1996,0.901294231414795
GAB,1996,-0.199152007699013
GMB,1996,-0.619082868099213
GEO,1996,-0.636936128139496
DEU,1996,1.7246767282486
GHA,1996,-0.119933769106865
GRC,1996,0.837555170059204
GRL,1996,..
GRD,1996,0.644922494888306
GUM,1996,..
GTM,1996,-0.454697042703629
GIN,1996,-1.16929292678833
GNB,1996,-1.40964531898499
GUY,1996,-0.378730356693268
HTI,1996,-0.998445451259613
HND,1996,-0.74391508102417
HKG,1996,1.03622543811798
HUN,1996,0.863268733024597
ISL,1996,1.86076653003693
IND,1996,-0.111606687307358
IDN,1996,-0.705335676670074
IRN,1996,-0.600068271160126
IRQ,1996,-2.08864450454712
IRL,1996,1.67031967639923
ISR,1996,0.77417254447937
ITA,1996,0.840325474739075
JAM,1996,0.13993801176548
JPN,1996,0.910290777683258
JEY,1996,..
JOR,1996,-0.0329142995178699
KAZ,1996,-0.95840448141098
KEN,1996,-0.5208500623703
KIR,1996,..
PRK,1996,-1.89035034179688
KOR,1996,0.473718643188477
XKX,1996,..
KWT,1996,0.115851625800133
KGZ,1996,-0.380564451217651
LAO,1996,-0.636936128139496
LVA,1996,0.48545891046524
LBN,1996,-0.128497436642647
LSO,1996,-0.124192699790001
LBR,1996,-1.7195029258728
LBY,1996,-0.884026408195496
LIE,1996,1.67040944099426
LTU,1996,0.527473866939545
LUX,1996,1.95973467826843
MAC,1996,0.388550758361816
MDG,1996,-0.448235422372818
MWI,1996,-0.286933869123459
MYS,1996,0.53628271818161
MDV,1996,0.901294231414795
MLI,1996,-0.998445451259613
MLT,1996,0.927289664745331
MHL,1996,..
MTQ,1996,0.901294231414795
MRT,1996,-0.124192699790001
MUS,1996,0.202324584126472
MEX,1996,0.225326701998711
FSM,1996,..
MDA,1996,-0.215465322136879
MCO,1996,..
MNG,1996,-0.378730356693268
MNE,1996,..
MAR,1996,-0.104411050677299
MOZ,1996,-0.144020169973373
MMR,1996,-1.2075936794281
NAM,1996,0.431657552719116
NRU,1996,..
NPL,1996,-0.380564451217651
NLD,1996,1.94293475151062
ANT,1996,..
NZL,1996,1.77176654338837
NIC,1996,-0.570219933986664
NER,1996,-1.16929292678833
NGA,1996,-0.923635601997375
NIU,1996,..
MKD,1996,-0.640733182430267
NOR,1996,1.95087599754333
OMN,1996,0.439418911933899
PAK,1996,-0.624154627323151
PLW,1996,..
PAN,1996,0.22357851266861
PNG,1996,-0.340196430683136
PRY,1996,-0.909467279911041
PER,1996,0.0341111831367016
PHL,1996,-0.313254147768021
POL,1996,0.681182622909546
PRT,1996,1.27418982982635
PRI,1996,1.15766596794128
QAT,1996,0.556376993656158
REU,1996,..
ROU,1996,-0.286933869123459
RUS,1996,-0.452226608991623
RWA,1996,-1.14967966079712
WSM,1996,0.388550758361816
SMR,1996,..
STP,1996,-0.380564451217651
